!\EXCLAMATION-POINT	%Ekskl@"meIS@n%pOInt
"CLOSE-QUOTE	"kloUz"kwoUt
ACOLYTE	"{k@%laIt
ACOLYTES	"{k@%laIts
ACORD	@"kOrd
ACORDIA	@"kOrdi:@
ACORN	"eIkOrn
ACORN'S	"eIkOrnz
ACORNS	"eIkOrnz
ACOSTA	@"kOst@
ACOTT	"eIkOt
ACOUSTIC	@"ku:stIk
ACOUSTICAL	@"ku:stIk@l
ACOUSTICALLY	@"ku:stIkli
ACOUSTICS	@"ku:stIks
ACQUAINT	@"kweInt
ACQUAINTANCE	@"kweInt@ns
ACQUAINTANCES	@"kweInt@nsIz
ACQUAINTANCESHIP	@"kweInt@nsSIp
ACQUAINTED	@"kweIntId, @"kweInId
ACQUAVIVA	A:kwA:"vi:v@
ACQUIESCE	%{kwi:"Es
ACQUIESCED	%{kwi:"Est
ACQUIESCENCE	%{kwi:"Es@ns
ACQUIESCING	%{kwi:"EsIN
ACQUIRE	@"kwaIE`
ACQUIRED	@"kwaIE`d
ACQUIRER	@"kwaIE`E`
ACQUIRER'S	@"kwaIE`E`z
ACQUIRERS	@"kwaIE`E`z
ACQUIRES	@"kwaIE`z
ACQUIRING	@"kwaIrIN, @"kwaIE`IN
ACQUISITION	%{kw@"zIS@n
ACQUISITION'S	%{kw@"zIS@nz
ACQUISITIONS	%{kw@"zIS@nz
ACQUISITIVE	@"kwIz@tIv
ACQUIT	@"kwIt
ACQUITAINE	"{kwI%teIn
ACQUITS	@"kwIts
ACQUITTAL	@"kwIt@l
ACQUITTALS	@"kwIt@lz
ACQUITTED	@"kwItId
ACQUITTING	@"kwItIN
ACRE	"eIkE`
ACREAGE	"eIk@rIdZ, "eIkrIdZ
ACREE	@"kri:
ACRES	"eIkE`z
ACREY	"{kri
ACRI	"A:kri
ACRID	"{krId
ACRIMONIOUS	%{kr@"moUni:@s
ACRIMONY	"{krI%moUni
ACRO	"{kroU
ACROBAT	"{kr@%b{t
ACROBATIC	%{kr@"b{tIk
ACROBATICS	%{kr@"b{tIks
ACROBATS	"{kr@%b{ts
ACROLEIN	"{kroU%li:n
ACRONYM	"{kr@nIm
ACRONYMS	"{kr@nImz
ACROPOLIS	@"krA:p@l@s
ACROSS	@"krOs
ACRYLIC	@"krIlIk
ACRYLICS	@"krIlIks
ACT	"{kt
ACT'S	"{kts
ACTAVA	%{k"tA:v@
ACTAVA'S	%{k"tA:v@z
ACTAVAS	%{k"tA:v@z
ACTED	"{ktId
ACTEL	"{ktEl
ACTIGALL	"{ktIgOl
ACTIN	"{kt@n
ACTING	"{ktIN
ACTINIDE	"{ktI%naId
ACTINIDIA	%{ktI"nIdi:@
ACTINOMYCOSIS	%{k%tInoU%maI"koUsIs
ACTION	"{kS@n
ACTION'S	"{kS@nz
ACTIONABLE	"{kS@n@b@l
ACTIONS	"{kS@nz
ACTIVASE	"{ktI%veIz
ACTIVATE	"{kt@%veIt
ACTIVATED	"{ktI%veItId
ACTIVATES	"{kt@%veIts
ACTIVATING	"{kt@%veItIN
ACTIVATION	%{kt@"veIS@n
ACTIVATOR	"{kt@%veItE`
ACTIVE	"{ktIv
ACTIVE'S	"{ktIvz
ACTIVELY	"{ktIvli
ACTIVES	"{ktIvz
ACTIVISION	"{ktI%vIZ@n
ACTIVISM	"{ktI%vIz@m
ACTIVIST	"{ktIvIst
ACTIVISTS	"{ktIvIsts
ACTIVISTS'	"{ktIvIsts
ACTIVITIES	{k"tIvIti:z
ACTIVITY	{k"tIvIti
ACTMEDIA	{kt"mi:di:@
ACTODINE	"{ktoU%daIn
ACTON	"{kt@n
ACTOR	"{ktE`
ACTOR'S	"{ktE`z
ACTORS	"{ktE`z
ACTORS'	"{ktE`z
ACTRESS	"{ktr@s
ACTRESS'S	"{ktr@sIz
ACTRESSES	"{ktr@sIz
ACTS	"{kts, "{ks
ACTUAL	"{ktS@w@l, "{kS@l
ACTUALITY	%{ktSu:"{l@%ti:
ACTUALIZE	"{k%tSu:@%laIz
ACTUALLY	"{k%tSu:@li, "{ktSli, "{kS@li
ACTUARIAL	%{k%tSu:"Eri:@l
ACTUARIES	"{k%tSu:"E%ri:z
ACTUARY	"{ktSu:"E%ri:
ACTUATE	"{k%tSu:"eIt
ACTUATOR	"{ktju:%eItE`, "{ktSu:%eItE`
ACTUATORS	"{ktju:%eItE`z, "{ktSu:%eItE`z
ACTUS	"{kt@s
ACUFF	@"kVf
ACUITY	@"kju:@ti
ACUMEN	@"kju:m@n
ACUNA	A:"ku:n@
ACUPUNCTURE	"{kju:%p@NktSE`
ACURA	"{kjE`@
ACURA'S	"{kjE`@z
ACURAS	"{kjE`@z
ACUSON	%{"kju:s@n
ACUSTAR	"{kju:%stA:r
ACUSYST	"{kju:sIst
ACUTE	@"kju:t
ACUTELY	@"kju:tli
ACUTENESS	@"kju:tn@s
ACYCLOVIR	@"sIkloU%vIr
AD	"{d
AD'S	"{dz
AD-HOC	"{d"hA:k
AD-LIB	"{d"lIb
AD-NAUSEAM	"{d"nOzi:A:m
AD-NAUSEUM	"{d"nOzi:@m
ADA	"eId@
ADA'S	"eId@z
ADABEL	"{d@bEl
ADABELLE	"{d@b@l
ADACHI	A:"dA:ki
ADAGE	"{d@dZ
ADAGIO	@"dA:Zi:%oU
ADAH	"{dA:
ADAIR	@"dEr
ADAIRE	A:"dEr
ADAK	@"d{k
ADALAH	A:"dA:l@
ADALIA	A:"dA:li:@
ADAM	"{d@m
ADAM'S	"{d@mz
ADAMANT	"{d@m@nt
ADAMANTLY	"{d@m@ntli
ADAMCIK	"A:d@mtSIk
ADAMCZAK	"A:d@mtS{k
ADAMCZYK	"A:d@mtSIk
ADAME	A:"dA:mi
ADAMEC	@"dA:mEk
ADAMEK	@"dA:mEk
ADAMES	@"deImz
ADAMI	A:"dA:mi
ADAMIK	@"dA:mIk
ADAMINA	A:dA:"mi:n@
ADAMKUS	"{d@mk@s
ADAMO	A:"dA:moU
ADAMOWICZ	@"dA:m@vItS
ADAMS	"{d@mz
ADAMS'	"{d@mz
ADAMS'S	"{d@mzIz
ADAMSKI	@"d{m%ski:
ADAMSON	"{d@ms@n
ADAMSTOWN	"{d@m%staUn
ADAN	"eId@n
ADAPSO	@"d{psoU
ADAPT	@"d{pt
ADAPTABILITY	@%d{pt@"bIl@ti
ADAPTABLE	@"d{pt@b@l
ADAPTAPLEX	@"d{pt@%plEks
ADAPTATION	%{d@p"teIS@n
ADAPTATIONS	%{d{p"teIS@nz, %{d@p"teIS@nz
ADAPTEC	@"d{p%tEk
ADAPTEC'S	@"d{p%tEks
ADAPTED	@"d{ptId
ADAPTER	@"d{ptE`
ADAPTERS	@"d{ptE`z
ADAPTING	@"d{ptIN
ADAPTIVE	@"d{ptIv
ADAPTOR	@"d{ptE`
ADAPTORS	@"d{ptE`z
ADAPTS	@"d{pts
ADAR	@"dA:r
ADARAND	"{d@%r{nd
ADAS	"eId@z
ADAY	@"deI
ADAZA	@"dA:z@
ADCOCK	@d"kA:k
ADCOX	@d"kA:ks
ADD	"{d
ADDAIR	@"dEr
ADDAMS	"{d@mz
ADDED	"{dId
ADDENDUM	@"dEnd@m
ADDENDUMS	@"dEnd@mz
ADDEO	"A:di:oU
ADDER	"{dE`
ADDERLEY	@"dE`:li
ADDICKS	"{dIks
ADDICT	@"dIkt, "{%dIkt
ADDICTED	@"dIktId
ADDICTING	@"dIktIN
ADDICTION	@"dIkS@n
ADDICTIONS	@"dIkS@nz
ADDICTIVE	@"dIktIv
ADDICTS	@"dIkts, "{%dIkts
ADDIDAS	@"di:d@s
ADDIDAS'	@"di:d@s
ADDIDAS'S	@"di:d@sIz
ADDIDASES	@"di:d@sIz
ADDIE	"{di
ADDING	"{dIN
ADDINGTON	"{dINt@n
ADDIS	"A:dIs
ADDIS-ABABA	"A:dIs@"bA:bA:, "A:di:s@"bA:bA:
ADDISON	"{dIs@n
ADDISON'S	"{dIs@nz
ADDITION	@"dIS@n
ADDITIONAL	@"dIS@n@l
ADDITIONALLY	@"dIS@%n@li
ADDITIONS	@"dIS@nz
ADDITIVE	"{dItIv
ADDITIVES	"{dItIvz
ADDLE	"{d@l
ADDLED	"{d@ld
ADDLEMAN	"{d@lm@n
ADDRESS	"{%drEs, {"drEs
ADDRESSABLE	{"drEs@b@l
ADDRESSED	@"drEst
ADDRESSEE	%{drE"si:
ADDRESSES	"{"drEsIz, {"drEsIz
ADDRESSING	{"drEsIN
ADDS	"{dz
ADDUCI	A:"du:tSi
ADDUCT	"{d@kt
ADDWEST	%{"dwEst
ADDY	"{di
ADDYSTON	"{di:st@n
ADE	"eId
ADEE	@"di:
ADEL	@"dEl
ADELA	@"dEl@
ADELAAR	"{d@%lA:r
ADELAIDE	"{d@%leId
ADELANTO	{d@"lA:ntoU
ADELBERT	@"dElbE`t
ADELE	@"dEl
ADELE'S	@"dElz
ADELINE	"{d@%laIn
ADELIZZI	%{d@"li:zi
ADELL	@"dEl
ADELL'S	@"dElz
ADELLE	@"dEl
ADELMAN	"{d@lm@n, "Ed@lm@n
ADELMANN	"{d@lm@n
ADELPHA	@"dElf@
ADELPHI	@"dElfi
ADELPHIA	@"dElfi:@
ADELPHIA'S	@"dElfi:@z
ADELSBERGER	"{dIlzbE`gE`
ADELSON	"{d@ls@n
ADELSTEIN	"{d@lstaIn, "{d@lsti:n
ADEN	"eId@n
ADENA	"{dIn@
ADENAUER	"eId@%naUr, "{d@%naUr
ADENINE	"{d@%ni:n
ADENOID	"{d@%nOId
ADENOIDS	"{d@%nOIdz
ADENOSCAN	@"dEn@%sk{n
ADENOSINE	@"dEn@%si:n
ADENOVIRUS	@"dEn@%vaIr@s
ADEPT	@"dEpt
ADEQUACY	"{d@kw@si
ADEQUATE	"{d@kw@t, "{d@%kweIt
ADEQUATELY	"{d@kwItli
ADER	"eIdE`
ADERHOLD	"{dE`hoUld
ADERHOLT	"{dE`hoUlt
ADERMAN	"{dE`m@n
ADES	"eIdz
ADEY	"eIdi
ADGER	"{dZE`
ADHAM	"{dh{m
ADHERE	@d"hIr
ADHERED	{d"hIrd
ADHERENCE	@d"hIr@ns
ADHERENT	@d"hIr@nt
ADHERENTS	{d"hIr@nts
ADHERES	@d"hIrz
ADHERING	@d"hIrIN
ADHESION	{d"hi:Z@n
ADHESIVE	{d"hi:sIv, @d"hi:sIv
ADHESIVES	{d"hi:sIvz, @d"hi:sIvz
ADIA	"A:di:@
ADID	@"dId
ADIDAS	@"di:d@s
ADIDAS'S	@"di:d@sIz
ADIEU	@"du:
ADIN	@"dIn
ADINA	A:"di:n@
ADINE	A:"di:ni
ADINOLFI	A:di:"noUlfi
ADIOS	%A:di:"oUs
ADIPOSE	"{d@%poUs
ADIRONDACK	%{dE`"A:nd{k
ADISQ	@"dIsk, "eIdIsk
ADJACENT	@"dZeIs@nt
ADJANI	{d"dZA:ni
ADJECTIVE	"{dZIktIv
ADJECTIVES	"{dZIktIvz
ADJOIN	@"dZOIn
ADJOINING	@"dZOInIN
ADJOINS	@"dZOInz
ADJOURN	@"dZE`:n
ADJOURNED	@"dZE`:nd
ADJOURNING	@"dZE`:nIN
ADJOURNMENT	@"dZE`:nm@nt
ADJOURNS	@"dZE`:nz
ADJUDGE	@"dZVdZ
ADJUDGED	@"dZVdZd
ADJUDICATE	@"dZu:dI%keIt
ADJUDICATED	@"dZu:d@%keItId
ADJUDICATING	@"dZu:dI%keItIN
ADJUDICATION	@%dZu:d@"keIS@n
ADJUNCT	"{%dZ@Nkt
ADJUNCTS	"{%dZ@Nkts
ADJUST	@"dZVst
ADJUSTABLE	@"dZVst@b@l
ADJUSTABLES	@"dZVst@b@lz
ADJUSTED	@"dZVstId
ADJUSTER	@"dZVstE`
ADJUSTERS	@"dZVstE`z
ADJUSTING	@"dZVstIN
ADJUSTMENT	@"dZVstm@nt
ADJUSTMENTS	@"dZVstm@nts
ADJUSTS	@"dZVsts
ADJUTANT	"{dZ@t@nt
ADKINS	"{dkInz
ADKINSON	"{dkIns@n
ADKISON	"{dkIs@n
ADKISSON	"{dkIs@n
ADL-TABATABA	%A:d@l%tA:b@"tA:b@
ADL-TABATABAI	%A:d@l%tA:b@%t@"baI
ADLAI	A:d"lA:i
ADLER	"{dlE`
ADLER'S	"{dlE`z
ADLERS	"{dlE`z
ADLEY	"{dli
ADLON	"{dlA:n
ADLONG	"{dlON
ADMAN	"{dm@n
ADMEN	"{dm@n
ADMIN	"{dmIn
ADMINISTER	@d"mInIstE`
ADMINISTERED	@d"mInIstE`d
ADMINISTERING	{d"mInI%stE`:IN
ADMINISTERS	{d"mInIstE`z
ADMINISTRATE	{d"mInI%streIt
ADMINISTRATING	@d"mInI%streItIN
ADMINISTRATION	{d%mInI"streIS@n
ADMINISTRATION'S	{d%mInI"streIS@nz
ADMINISTRATIONS	{d%mInI"streIS@nz
ADMINISTRATIONS'	{d%mInI"streIS@nz
ADMINISTRATIVE	@d"mInI%streItIv
ADMINISTRATIVELY	{d%mInI"streItIvli
ADMINISTRATOR	@d"mInI%streItE`
ADMINISTRATOR'S	{d"mInI%streItE`z
ADMINISTRATORS	{d"mInI%streItE`z
ADMINISTRATORS'	{d"mInI%streItE`z
ADMINS	"{dmInz
ADMIRA	{d"maIr@
ADMIRA'S	{d"maIr@z
ADMIRABLE	"{dmE`@b@l, "{dmr@b@l
ADMIRABLY	"{dmE`@bli
ADMIRAL	"{dmE`@l
ADMIRAL'S	"{dmE`@lz
ADMIRALS	"{dmE`@lz
ADMIRALTY	"{dmE`@lti
ADMIRATION	%{dmE`"eIS@n
ADMIRATIONS	%{dmE`"eIS@nz
ADMIRE	{d"maIr
ADMIRED	@d"maIE`d
ADMIRER	{d"maIrE`
ADMIRERS	@d"maIrE`z
ADMIRES	{d"maIrz
ADMIRING	{d"maIrIN
ADMIRINGLY	{d"maIrINli
ADMISSIBILITY	@d%mIs@"bIl@ti
ADMISSIBLE	@d"mIs@b@l
ADMISSION	{d"mIS@n, @d"mIS@n
ADMISSIONS	{d"mIS@nz, @d"mIS@nz
ADMIT	@d"mIt
ADMITS	@d"mIts
ADMITTANCE	@d"mIt@ns
ADMITTED	@d"mIt@d
ADMITTEDLY	{d"mItIdli
ADMITTING	{d"mItIN, @d"mItIN
ADMONISH	{d"mA:nIS
ADMONISHED	@d"mA:nISt
ADMONISHES	{d"mA:nISIz
ADMONISHING	{d"mA:nISIN
ADMONISHMENT	{d"mA:nISmEnt
ADMONITION	%{dm@"nIS@n
ADMONITIONS	%{dm@"nIS@nz
ADMONITORY	%{d"mOnI%tOri
ADNAN	"{dn@n
ADNEY	"{dni
ADO	@"du:
ADOBE	@"doUbi
ADOBE'S	@"doUbi:z
ADOLESCENCE	%{d@"lEs@ns, %{doU"lEs@ns
ADOLESCENT	%{d@"lEs@nt, %{doU"lEs@nt
ADOLESCENTS	%{d@"lEs@nts, %{doU"lEs@nts
ADOLF	"eIdA:lf
ADOLF'S	"eIdA:lfs
ADOLFO	@"dA:l%foU
ADOLPH	"eIdOlf
ADOLPHA	A:"doUlf@
ADOLPHSON	"{doUlfs@n
ADOLPHUS	@"dOlf@s
ADON	A:"dOn
ADONIA	A:"doUni:@
ADONIS	@"dA:n@s
ADOPT	@"dA:pt
ADOPTABLE	@"dA:pt@b@l
ADOPTED	@"dA:pt@d
ADOPTEE	@"dA:p"ti:
ADOPTEES	@"dA:p"ti:z
ADOPTER	@"dA:ptE`
ADOPTERS	@"dA:ptE`z
ADOPTING	@"dA:ptIN
ADOPTION	@"dA:pS@n
ADOPTIONS	@"dA:pS@nz
ADOPTIVE	@"dA:ptIv
ADOPTS	@"dA:pts
ADOR	A:"dOr
ADORA	A:"dOr@
ADORABELLE	"{dE`@b@l
ADORABLE	@"dOr@b@l
ADORATION	%{dE`"eIS@n
ADORE	@"dOr
ADORED	@"dOrd
ADOREE	{dE`"i:
ADOREES	{dE`"i:z
ADORES	@"dOrz
ADORING	@"dOrIN
ADORN	@"dOrn
ADORNA	A:"dOrn@
ADORNED	@"dOrnd
ADORNING	@"dOrnIN
ADORNMENT	@"dOrnm@nt
ADORNO	A:"dOrnoU
ADORNS	@"dOrnz
ADRA	"eIdr@
ADRAGNA	A:"drA:gn@
ADRDA	"eIdE`d@
ADREA	"A:dri:@
ADRENAL	@"dri:n@l
ADRENALIN	@"drEn@lIn
ADRENALINE	@"drEn@l@n
ADRIA	"A:dri:@
ADRIAN	"eIdri:@n
ADRIANA	%eIdri:"{n@
ADRIANCE	A:"dri:@ns
ADRIANO	A:dri:"A:noU
ADRIATIC	%eIdri:"{tIk
ADRIEL	@"dri:l
ADRIENNE	A:dri:"En
ADRIFT	@"drIft
ADROIT	@"drOIt
ADROITLY	@"drOItli
ADS	"{dz
ADS'	"{dz
ADSIT	"{dsIt
ADSS	"{ds, "eI"di:"E"sEs
ADSTAR	"{dstA:r
ADSTEAM	"{dsti:m
ADTEC	"{d%tEk
ADULATE	"{dZ@%leIt
ADULATION	%{dZ@"leIS@n
ADULIADAE	@%du:li:"A:deI
ADULT	@"dVlt, "{d@lt
ADULTERATE	@"dVltE`%eIt
ADULTERATED	@"dVltE`%eItId
ADULTERATES	@"dVltE`%eIts
ADULTERATION	@%d@ltE`"eIS@n
ADULTERER	@"dVltE`E`
ADULTERERS	@"dVltE`E`z
ADULTEROUS	@"dVltE`@s
ADULTERY	@"dVltE`i
ADULTHOOD	@"dVlt%hUd
ADULTS	@"dVlts, "{d@lts
ADULTS'	@"dVlts, "{d@lts
ADUSDUR	"{d@sdE`
ADVACARE	"{dv@%kEr
ADVALUE	"{dv@%lu:
ADVANCE	@d"v{ns
ADVANCE'S	@d"v{nsIz
ADVANCED	@d"v{nst
ADVANCEMENT	@d"v{nsm@nt
ADVANCEMENTS	@d"v{nsm@nts
ADVANCER	@d"v{nsE`
ADVANCERS	@d"v{nsE`z
ADVANCES	@d"v{nsIz
ADVANCING	@d"v{nsIN
ADVANI	{d"vA:ni
ADVANTA	{d"v{nt@, @d"v{nt@
ADVANTA'S	{d"v{nt@z, @d"v{nt@z
ADVANTAGE	{d"v{ntIdZ
ADVANTAGED	{d"v{ntIdZd
ADVANTAGEOUS	%{dv@n"teIdZ@s
ADVANTAGES	{d"v{ntIdZIz
ADVANTEST	{d"v{nt@st
ADVECTION	{d"vEkS@n
ADVENT	"{d%vEnt
ADVENTIST	"{d%vEntIst
ADVENTISTS	"{d%vEntIsts, "{d%vEntIs
ADVENTURE	{d"vEntSE`, @d"vEntSE`
ADVENTURER	{d"vEntSE`E`, @d"vEntSE`E`
ADVENTURERS	{d"vEntSE`E`z, @d"vEntSE`E`z
ADVENTURES	{d"vEntSE`z
ADVENTURESOME	{d"vEntSE`s@m
ADVENTURISM	{d"vEntSE`%Iz@m
ADVENTUROUS	{d"vEntSE`@s
ADVERB	"{dvE`b
ADVERBIAL	{d"vE`:bi:@l
ADVERBS	"{dvE`bz
ADVERSARIAL	%{dvE`"sEri:@l
ADVERSARIES	"{dvE`%sEri:z
ADVERSARY	"{dvE`%sEri
ADVERSE	{d"vE`:s, "{d%vE`:s, %{d"vE`:s
ADVERSELY	{d"vE`:sli
ADVERSITY	{d"vE`:sI%ti:
ADVERTISE	"{dvE`%taIz
ADVERTISED	"{dvE`%taIzd, %{dvE`"taIzd
ADVERTISEMENT	{d"vE`:t@zm@nt, %{dvE`"taIzm@nt
ADVERTISEMENTS	"{dvE`%taIzm@nts
ADVERTISER	"{dvE`%taIzE`
ADVERTISER'S	"{dvE`%taIzE`z
ADVERTISERS	"{dvE`%taIzE`z
ADVERTISERS'	"{d%vE`:%taIzE`z
ADVERTISES	"{dvE`%taIzIz
ADVERTISING	"{dvE`%taIzIN
ADVERTISING'S	"{dvE`%taIzINz
ADVERTORIAL	%{dvE`"tOri:@l
ADVERTORIALS	%{dvE`"tOri:@lz
ADVEST	"{dvEst
ADVICE	{d"vaIs, @d"vaIs
ADVIL	"{d%vIl
ADVIL'S	"{d%vIlz
ADVISABILITY	%{d%vaIz@"bIlIti
ADVISABLE	@d"vaIz@b@l
ADVISE	{d"vaIz, @d"vaIz
ADVISED	{d"vaIzd, @d"vaIzd
ADVISEDLY	{d"vaIz@dli, @d"vaIz@dli
ADVISEMENT	@d"vaIzm@nt
ADVISER	{d"vaIzE`
ADVISER'S	@d"vaIzE`z
ADVISERS	{d"vaIzE`z
ADVISERS'	%{d"vaIzE`z
ADVISES	{d"vaIzIz
ADVISING	{d"vaIzIN
ADVISOR	{d"vaIzE`
ADVISORIES	@d"vaIzE`i:z
ADVISORS	{d"vaIzE`z
ADVISORY	{d"vaIzE`i
ADVO	"{dvoU
ADVOCACY	"{dv@k@si
ADVOCATE	"{dv@k@t, "{dv@%keIt
ADVOCATE'S	"{dv@k@ts
ADVOCATED	"{dv@%keItId
ADVOCATES	"{dv@k@ts, "{dv@%keIts
ADVOCATING	"{dv@%keItIN
ADVOCATION	%{dv@"keIS@n
ADWEEK	"{dwi:k
ADWELL	@"dwEl
ADY	"eIdi
ADZ	"{dz
AE	"eI
AEGEAN	%eI"dZi:@n
AEGERTER	"EgE`tE`
AEGIS	"i:dZ@s
AEGON	"eIgA:n
AELTUS	"{lt@s
AENEAS	"{ni:@s
AENEID	@"ni:Id
AEOLUS	"EoUlUs
AEQUITRON	"eIkwItrA:n
AER	"Er
AERIAL	"Eri:@l
AERIALS	"Eri:@lz
AERIE	"Eri
AERIEN	"Eri:@n
AERIENS	"Eri:@nz
AERITALIA	%ErI"t{lj@
AERO	"EroU
AEROBATIC	%Er@"b{tIk
AEROBATICS	%Er@"b{tIks
AEROBIC	E"roUbIk
AEROBICALLY	E"roUbIkli
AEROBICS	E`"oUbIks
AERODROME	"Er@%droUm
AERODROMES	"Er@%droUmz
AERODYNAMIC	%EroUdaI"n{mIk
AERODYNAMICALLY	%EroUdaI"n{mIkli
AERODYNAMICIST	%EroUdaI"n{mIsIst
AERODYNAMICISTS	%EroUdaI"n{mIsIsts, %EroUdaI"n{mIsIs
AERODYNAMICS	%EroUdaI"n{mIks
AERODYNE	"Er@%daIn
AERODYNE'S	"Er@%daInz
AEROFLOT	"EroU%flA:t
AEROFLOT'S	"EroU%flA:ts
AEROGENOSA	"Er@dZ@%noUs@
AEROJET	"EroU%dZEt
AEROJETS	"EroU%dZEts
AEROLIFT	"EroU%lIft
AEROLIFTS	"EroU%lIfts
AEROLINEAS	%EroU"lIni:@s
AEROMAR	"Er@mA:r, "EroUmA:r
AEROMEXICO	%EroU"mEksI%koU
AEROMEXICO'S	%EroU"mEksI%koUz
AERONAUTIC	%EroU"nA:t@k
AERONAUTICAL	%EroU"nA:t@k@l, %Er@"nA:t@k@l
AERONAUTICAS	%EroU"nOtIk@s
AERONAUTICS	%Er@"nOtIks
AEROPERU	%EroUpeI"ru:
AEROPERU'S	%EroUpeI"ru:z
AEROQUIP	"Er@%kwIp
AEROSMITH	"EroU%smIT
AEROSMITH'S	"EroU%smITs
AEROSOL	"Er@%sA:l
AEROSOLS	"Er@%sA:lz
AEROSPACE	"EroU%speIs
AEROSPACE'S	"EroU%speIsIz
AEROSPATIALE	%EroU%spA:si:"A:l
AEROSPATIALE'S	%EroU%spA:si:"A:lz
AEROSTAR	"EroU%stA:r
AEROSTAR'S	"EroU%stA:rz
AEROSTARS	"EroU%stA:rz
AEROSTAT	"EroU%st{t
AEROSTAT'S	"EroU%st{ts
AEROSTATS	"EroU%st{ts
AEROTECH	"EroU%tEk
AEROVIAS	EroU"vi:@z
AERTS	"Erts
AESCHELUS	"Esk@l@s
AESCHLIMAN	"ESli:m@n
AESOP	"i:%sA:p
AESOP'S	"i:%sA:ps
AESTHENOPIA	{sT@"nOpj@
AESTHETE	"EsTi:t
AESTHETE'S	"EsTi:ts
AESTHETES	"EsTi:ts
AESTHETIC	Es"TEtIk
AESTHETICALLY	Es"TEtIkli
AESTHETICS	Es"TEtIks
AETNA	"Etn@
AETNA'S	"Etn@z
AFANASYEV	%{f@"neIsi:Ev
AFAR	@"fA:r
AFFABLE	"{f@b@l
AFFABLY	"{f@bli
AFFAIR	@"fEr
AFFAIR'S	@"fErz
AFFAIRS	@"fErz
AFFECT	@"fEkt
AFFECTATION	%{fEk"teIS@n
AFFECTED	@"fEktId
AFFECTING	@"fEktIN
AFFECTION	@"fEkS@n
AFFECTIONATE	@"fEkS@n@t
AFFECTIONATELY	@"fEkS@n@tli
AFFECTIONS	@"fEkS@nz
AFFECTIVE	@"fEktIv
AFFECTIVELY	@"fEktIvli
AFFECTS	@"fEkts
AFFELDT	"{fIlt
AFFERENT	"{fE`@nt
AFFIANT	"{fi:@nt
AFFIDAVIT	%{f@"deIv@t
AFFIDAVITS	%{fI"deIvIts
AFFILIATE	@"fIli:%eIt, @"fIli:@t
AFFILIATE'S	@"fIli:%eIts
AFFILIATED	@"fIli:%eItId
AFFILIATED'S	@"fIli:%eItIdz
AFFILIATES	@"fIli:@ts, @"fIli:%eIts
AFFILIATES'	@"fIli:Its
AFFILIATING	@"fIli:%eItIN
AFFILIATION	@%fIli:"eIS@n
AFFILIATIONS	@%fIli:"eIS@nz
AFFINE	@"faIn
AFFINED	@"faInd
AFFINES	@"faInz
AFFINING	@"faInIN
AFFINITIES	@"fIn@ti:z
AFFINITY	@"fInIti
AFFIRM	@"fE`:m
AFFIRMATION	%{fE`"meIS@n
AFFIRMATIONS	%{fE`"meIS@nz
AFFIRMATIVE	@"fE`:m@tIv
AFFIRMATIVELY	@"fE`:m@tIvli
AFFIRMED	@"fE`:md
AFFIRMING	@"fE`:mIN
AFFIRMS	@"fE`:mz
AFFIX	"{fIks, @"fIks
AFFIXED	@"fIkst
AFFIXES	"{fIksIz, @"fIksIz
AFFIXING	@"fIksIN
AFFLECK	"{flIk
AFFLERBACH	"{flE`%bA:k
AFFLICT	@"flIkt
AFFLICTED	@"flIktId
AFFLICTING	@"flIktIN
AFFLICTION	@"flIkS@n
AFFLICTIONS	@"flIkS@nz
AFFLICTS	@"flIkts
AFFLIK	%{"flIk
AFFLUENCE	"{flu:@ns
AFFLUENT	"{flu:@nt
AFFOLTER	"{foUltE`
AFFORD	@"fOrd
AFFORDABILITY	@%fOrd@"bIl@ti
AFFORDABLE	@"fOrd@b@l
AFFORDABLY	@"fOrd@bli
AFFORDED	@"fOrd@d
AFFORDING	@"fOrdIN
AFFORDS	@"fOrdz
AFFRICATE	"{fr@k@t
AFFRICATES	"{fr@k@ts
AFFRICATION	%{fr@"keIS@n
AFFRONT	@"frVnt
AFFRONTED	@"frVntId
AFFRONTING	@"frVntIN
AFFRONTS	@"frVnts
AFFYMAX	"{fi:%m{ks
AFGHAN	"{f%g{n
AFGHANI	{f"gA:ni
AFGHANI'S	{f"g{ni:z
AFGHANIS	{f"g{ni:z
AFGHANISTAN	{f"g{n@%st{n
AFGHANISTAN'S	{f"g{n@%st{nz
AFGHANISTANS	{f"g{n@%st{nz
AFGHANS	"{f%g{nz
AFHELDT	"{%fElt
AFICIONADO	@%fi:Sj@"nA:%doU
AFICIONADOS	@%fIS@"nA:doUz
AFIELD	@"fi:ld
AFIRE	@"faIr
AFLAME	@"fleIm
AFLATOXIN	%{fl@"tA:ksIn
AFLOAT	@"floUt
AFLUTTER	@"flVtE`
AFMED	"{fmEd
AFONSO	@"fA:nsoU
AFOOT	@"fUt
AFOREMENTIONED	@"fOr%mEnS@nd
AFORESAID	@"fOr%sEd
AFORETHOUGHT	@"fOr%TA:t
AFOUL	@"faUl
AFRAID	@"freId
AFRESH	@"frES
AFRICA	"{frIkA:
AFRICA'S	"{frIkA:z
AFRICAN	"{frIkA:n
AFRICAN-AMERICAN	"{frIk@n@"mErIk@n
AFRICAN-AMERICANS	"{frIk@n@"mErIk@nz
AFRICANIST	"{frIkA:nIst
AFRICANIST'S	"{frIkA:nIsts
