!EXCLAMATION-POINT	ˌɛkskləˈmeɪʃənˌpɔɪnt
"CLOSE-QUOTE	ˈkloʊzˈkwoʊt
"DOUBLE-QUOTE	ˈdʌbəlˈkwoʊt
BENGSTON	ˈbɛŋgstən
BENGT	ˈbɛŋkt
BENGTSON	ˈbɛŋtsən
BENGUET	ˈbɛŋgət
BENHAM	ˈbɛnhəm
BENHAMOU	ˌbɛnhəˈmuː
BENI	ˈbɛni
BENIGHT	biːˈnaɪt
BENIGHTED	bɪˈnaɪtɪd
BENIGHTING	biːˈnaɪtɪŋ
BENIGHTS	biːˈnaɪts
BENIGN	bɪˈnaɪn
BENIGNA	bɛˈniːgnə
BENIGNLY	bəˈnaɪnli
BENIGNO	ˌbɛˈniːnjoʊ, ˈbɛnɪgnoʊ
BENIHANA	ˌbɛnɪˈhɑːnə, ˌbɛniːˈhɑːnə
BENIN	ˈbiːnɪn
BENINATI	bɛniːˈnɑːti
BENINCASA	bɛniːnˈkɑːsə
BENING	ˈbɛnɪŋ
BENISH	ˈbɛnɪʃ
BENITA	bəˈniːtə
BENITES	ˈbɛnaɪts
BENITEZ	beɪˈniːtɛz
BENITO	bɛˈniːtoʊ, bəˈniːtoʊ, bɪˈniːˌtoʊ
BENJA	ˈbɛndʒə
BENJAMIN	ˈbɛndʒəmən
BENJAMIN'S	ˈbɛndʒəmənz
BENJIMEN	ˈbɛndʒəmɪn
BENJY	ˈbɛndʒi
BENKE	ˈbɛŋk
BENKER	ˈbɛŋkɝ
BENKERT	ˈbɛŋkɝt
BENKO	ˈbɛŋkoʊ
BENLATE	ˈbɛnˌleɪt
BENLOX	ˈbɛnlɑːks
BENN	ˈbɛn
BENNARDO	bəˈnɑːrdoʊ
BENNE	ˈbɛn
BENNEFIELD	ˈbɛnɪfiːld
BENNER	ˈbɛnɝ
BENNET	ˈbɛnɪt
BENNETT	ˈbɛnət, ˈbɛnɪt
BENNETT'S	ˈbɛnəts
BENNETTE	bɪˈnɛt
BENNETTS	ˈbɛnɪts
BENNEY	ˈbɛni
BENNICK	ˈbɛnɪk
BENNIE	ˈbɛni
BENNIGAN	ˈbɛnɪgən
BENNIGAN'S	ˈbɛnɪgənz
BENNING	ˈbɛnɪŋ
BENNINGER	ˈbɛnɪŋɝ
BENNINGFIELD	ˈbɛnɪŋfiːld
BENNINGHOFF	ˈbɛnɪŋˌhɔf
BENNINGTON	ˈbɛnɪŋtən
BENNINK	ˈbɛnɪŋk
BENNION	ˈbɛnjən
BENNIS	ˈbɛnɪs
BENNISON	ˈbɛnɪsən
BENNITT	ˈbɛnɪt
BENNO	ˈbɛnoʊ
BENNY	ˈbɛni
BENO	ˈbeɪnoʊ
BENOIST	bəˈnɔɪst
BENOIT	bəˈnɔɪt
BENONI	bɛˈnoʊni
BENOTTI	bəˈnɔti
BENOWITZ	ˈbɛnəwɪts
BENOY	ˈbɛnɔɪ
BENS	ˈbɛnz
BENSALEM	ˌbɛnˈseɪləm
BENSCH	ˈbɛnʃ
BENSCOTER	ˈbɛnskətɝ
BENSEL	ˈbɛnsəl
BENSEN	ˈbɛnsən
BENSENYORE	bɛnsiːnˈjɔr, ˌbɛnsiːnˈjɔri
BENSHOOF	ˈbɛnʃʊf
BENSING	ˈbɛnsɪŋ
BENSINGER	ˈbɛnsɪndʒɝ
BENSKIN	ˈbɛnskɪn
BENSLEY	ˈbɛnsli
BENSMAN	ˈbɛnsmən
BENSON	ˈbɛnsən
BENSON'S	ˈbɛnsənz
BENSONHURST	ˈbɛnsənhɝst
BENSTOCK	ˈbɛnˌstɑːk
BENT	ˈbɛnt
BENTE	ˈbɛnt
BENTEN	ˈbɛtɪn
BENTER	ˈbɛntɝ
BENTHALL	ˈbɛnθəl
BENTIVEGNA	bɛntiːˈvɛgnə
BENTLER	ˈbɛntlɝ
BENTLEY	ˈbɛntli
BENTLEY'S	ˈbɛntliːz
BENTLY	ˈbɛntli
BENTO	ˈbɛntoʊ
BENTON	ˈbɛntən
BENTONITE	ˈbɛntəˌnaɪt
BENTONVILLE	ˈbɛntənˌvɪl
BENTSEN	ˈbɛntsən
BENTSEN'S	ˈbɛntsənz
BENTSON	ˈbɛntsən
BENTZ	ˈbɛnts
BENTZEL	ˈbɛntzəl
BENTZEN	ˈbɛntzən
BENVENISTE	bɛnvɛˈniːsti
BENVENUTI	bɛnvɛˈnuːti
BENVENUTO	bɛnvɛˈnuːtoʊ
BENWARE	ˈbɛnwɛr
BENWAY	ˈbɛnˌweɪ
BENYAMIN	ˌbɛnjəˈmiːn
BENYO	ˈbeɪnjoʊ
BENZ	ˈbɛnz, ˈbænz
BENZ'S	ˈbɛnzɪz
BENZEL	ˈbɛnzəl
BENZENE	bɛnˈziːn, ˈbɛnziːn
BENZES	ˈbɛnzɪz
BENZIE	ˈbɛnzi
BENZIGER	ˈbɛnzɪgɝ
BENZINE	ˈbɛnziːn
BENZING	ˈbɛnzɪŋ
BENZINGER	ˈbɛnzɪŋɝ
BENZODIAZEPINE	ˌbɛnzoʊdiːˈæzəpiːn
BEOUGHER	ˈbaʊfɝ
BEOWULF	ˈbeɪəˌwʊlf
BEQUEATH	bɪˈkwiːθ
BEQUEATHED	bəˈkwiːθt
BEQUEST	bɪˈkwɛst
BEQUESTS	bɪˈkwɛsts
BEQUETTE	bɪˈkɛt
BERA	ˈbɛrə
BERADINO	ˌbɛrɑːˈdiːˌnoʊ
BERAN	ˈbɛrən
BERANDINO	ˌbɛrənˈdiːˌnoʊ
BERANEK	ˈbɛrənɪk
BERARD	bɝˈɑːrd
BERARDI	bɝˈɑːrdi
BERARDINELLI	bɝɑːrdiːˈnɛli
BERARDINO	bɝɑːrˈdiːnoʊ
BERARDO	bɝˈɑːrdoʊ
BERARDUCCI	bɝɑːrˈduːtʃi
BERATE	bɪˈreɪt
BERATED	bɪˈreɪtɪd
BERATING	bɪˈreɪtɪŋ
BERBER	ˈbɝːbɝ
BERBERIAN	bɝˈbɪriːən
BERBERICH	ˈbɝːbɝɪk
BERBICK	ˈbɝːbɪk
BERCAW	ˈbɝːkɔ
BERCH	ˈbɝːk
BERCHENALL	ˈbɝːkəˌnɑːl
BERCHTESGADEN	ˈbɝːktəsˌgɑːdən
BERCHTOLD	ˈbɝːktoʊld
BERCIER	ˈbɝːkiːɝ
BERCOR	ˈbɝːˌkɔr
BERDAHL	ˈbɝːdɑːl
BERDAN	ˈbɝːdən
BERDINE	bɝˈdiːni
BERE	ˈbɪr
BEREA	bɝˈiːə
BEREAVE	bɝˈiːv
BEREAVED	bɝˈiːvd
BEREAVEMENT	bɝˈiːvmənt
BEREFT	bɝˈɛft
BEREGOVOY	bɝˈɛgəˌvɔɪ, ˌbɛrəˈgoʊˌvɔɪ, ˌbɛˈrɛgəˌvɔɪ
BEREND	ˈbɛrɛnd
BERENDS	ˈbɛrɛndz
BERENDT	ˈbɛrɪnt
BERENDZEN	ˈbɛrɪndzən
BERENS	ˈbɪrənz
BERENSON	ˈbɛrɪnsən
BERENT	ˈbɛrənt
BERES	ˈbiːrz
BERESFORD	ˈbɪrzfɝd
BERET	ˈbɛrət, ˈbɛreɪt
BERETS	ˈbɛrəts, ˈbɛreɪz
BERETTA	bɝˈɛtə
BERETTAS	bɝˈɛtəs
BEREZINE	ˈbɪrəziːn, ˈbɪrəzaɪn
BERG	ˈbɝːg
BERG'S	ˈbɝːgz
BERGAMINI	bɝgɑːˈmiːni
BERGAMO	bɝˈgɑːmoʊ
BERGAN	ˈbɝːgən
BERGDAHL	ˈbɝːgdɑːl
BERGDOLL	ˈbɝːgˌdɔl
BERGDORF	ˈbɝːgˌdɔrf
BERGE	ˈbɝːdʒ
BERGEMAN	ˈbɝːgmən
BERGEMANN	ˈbɝːgmən
BERGEN	ˈbɝːgən
BERGENDAHL	ˈbɝːgɛndɑːl
BERGENFIELD	ˈbɝːgənˌfiːld
BERGENTHAL	ˈbɝːgənˌθɑːl
BERGER	ˈbɝːgɝ
BERGER'S	ˈbɝːgɝz
BERGERMAN	ˈbɝːgɝmən
BERGERON	ˈbɝːgɝɔn
BERGERSON	ˈbɝːgɝsən
BERGES	ˈbɝːdʒɪz
BERGESON	ˈbɝːgɪsən
BERGET	ˈbɝːgɛt
BERGEVIN	ˈbɝːgɛvɪn
BERGEY	ˈbɝːdʒi
BERGFELD	ˈbɝːgfɛld
BERGGREN	ˈbɝːgrɛn
BERGH	ˈbɝːg
BERGHOF	ˈbɝːghɔf
BERGHOFF	ˈbɝːghɔf
BERGHUIS	ˈbɝːghuːɪz
BERGIN	ˈbɝːˌgɪn
BERGLAND	ˈbɝːˌglænd
BERGLING	ˈbɝːglɪŋ
BERGLUND	ˈbɝːglənd
BERGMAN	ˈbɝːgmən
BERGMANN	ˈbɝːgmən
BERGNER	ˈbɝːgnɝ
BERGQUIST	ˈbɝːgkwɪst
BERGREN	ˈbɝːgrɛn
BERGS	ˈbɝːgz
BERGSCHNEIDER	ˈbɝːgʃnaɪdɝ
BERGSMA	ˈbɛrgzmə
BERGSTEDT	ˈbɝːgstɛt
BERGSTEIN	ˈbɝːgˌstaɪn, ˈbɝːgˌstiːn
BERGSTEN	ˈbɝːgsən
BERGSTRAND	ˈbɝːgˌstrænd
BERGSTRAUSSER	ˈbɝːgˌstraʊsɝ
BERGSTRAUSSER'S	ˈbɝːgˌstraʊsɝz
BERGSTRESSER	ˈbɝːgˌstrɛsɝ
BERGSTROM	ˈbɝːgstrɑːm
BERGTHOLD	ˈbɝːgˌθoʊld
BERGUM	ˈbɝːgəm
BERHOW	ˈbɝːhoʊ
BERIA	ˈbɛriːə
BERING	ˈbɛrɪŋ
BERINGER	ˈbɛrɪŋɝ
BERISFORD	ˈbɛrɪsfɝd
BERISH	ˈbɝːɪʃ
BERJAYA	bɝˈdʒaɪə
BERK	ˈbɝːk
BERKA	ˈbɝːkə
BERKE	ˈbɝːk
BERKEBILE	ˈbɝːkɪbəl
BERKEL	ˈbɝːkəl
BERKELEY	ˈbɝːkli
BERKELEY'S	ˈbɝːkliːz
BERKELMAN	ˈbɝːkəlmən
BERKEMEIER	ˈbɝːkɪmaɪɝ
BERKEN	ˈbɝːkən
BERKERY	ˈbɝːkɝi
BERKES	ˈbɝːks
BERKEY	ˈbɝːki
BERKHEIMER	ˈbɝːkhaɪmɝ
BERKLAND	ˈbɝːklənd
BERKLEE	ˈbɝːkli
BERKLEY	ˈbɝːkli
BERKLINE	ˈbɝːˌklaɪn
BERKMAN	ˈbɝːkmən
BERKO	ˈbɝːkoʊ
BERKOFF	ˈbɝːkɔf
BERKOVITZ	ˈbɝːkəvɪts
BERKOWITZ	ˈbɝːkəwɪts
BERKSHIRE	ˈbɝːkʃɝ, ˈbɝːkˌʃaɪr
BERKSHIRES	ˈbɝːkˌʃɪrz, ˈbɝːkˌʃaɪrz
BERKSON	ˈbɝːksən
BERKSTRESSER	ˈbɝːkstrɪsɝ
BERLACK	ˈbɝːlæk
BERLAND	ˈbɝːlənd
BERLANGA	bɝˈlɑːŋgə
BERLASCONE	ˌbɛrləˈskoʊni
BERLASCONE'S	ˌbɛrləˈskoʊniːz
BERLE	ˈbɝːl
BERLE'S	ˈbɝːlz
BERLES	ˈbɝːlz
BERLES'	ˈbɝːlz
BERLET	ˌbɝːˈlɛt
BERLET'S	ˈbɝːˈlɛts
BERLEX	ˈbɝːˌlɛks
BERLIN	bɝˈlɪn
BERLIN'S	bɝˈlɪnz
BERLINER	bɝˈlɪnɝ, bɝˈlaɪnɝ
BERLINER'S	bɝˈlɪnɝz, bɝˈlaɪnɝz
BERLINERS	bɝˈlɪnɝz, bɝˈlaɪnɝz
BERLING	ˈbɝːlɪŋ
BERLINGER	ˈbɝːlɪŋɝ
BERLIOZ	ˈbɝːliːoʊz
BERLITZ	bɝˈlɪts
BERLOTTES	bɝˈlɑːts
BERLS	ˈbɝːlz
BERLUSCONI	ˌbɝːləˈskoʊni
BERLUSCONI'S	ˌbɝːləˈskoʊniːz
BERM	ˈbɝːm
BERMAN	ˈbɝːmən
BERMAN'S	ˈbɝːmənz
BERMANS	ˈbɝːmənz
BERMEA	ˈbɛrmiːə
BERMEL	ˈbɝːməl
BERMS	ˈbɝːmz
BERMUDA	bɝˈmjuːdə
BERMUDAS	bɝˈmjuːdəz
BERMUDES	bɝˈmjuːdz
BERMUDEZ	bɝˈmjuːˌdɛz, ˌbɝːˈmjuːˌdɛz
BERN	ˈbɝːn
BERNA	ˈbɛrnə
BERNABE	ˈbɝːnəb
BERNABEI	ˈbɝːnəbaɪ
BERNACKI	bɝˈnɑːtski
BERNADENE	ˈbɝːnədiːn
BERNADETTE	bɝnəˈdɛt
BERNADIN	ˈbɝːnədɪn
BERNADINE	bɝnəˈdiːn
BERNADINO	ˌbɝːnəˈdiːnoʊ
BERNAL	ˈbɝːnəl
BERNAMA	bɝˈnɑːmə
BERNARD	bɝˈnɑːrd, ˈbɝːnɝd
BERNARD'S	bɝˈnɑːrdz
BERNARDI	bɝˈnɑːrdi
BERNARDIN	ˈbɝːnɑːrdiːn
BERNARDINI	bɝnɑːrˈdiːni
BERNARDINO	bɝnəˈdiːnoʊ, ˌbɝːnɑːrˈdiːnoʊ
BERNARDO	bɝˈnɑːrdoʊ
BERNARDO'S	bɝˈnɑːrdoʊz
BERNARDS	bɝˈnɑːrdz
BERNARDY	bɝˈnɑːrdi
BERNAS	ˈbɝːnəz
BERNASCONI	bɝnɑːˈskoʊni
BERNAT	ˈbɝːnət
BERNATH	ˈbɝːnəθ
BERNAUER	ˈbɝːnaʊɝ
BERNAY	bɝˈneɪ
BERNBACH	ˈbɝːnˌbɑːk
BERND	ˈbɝːnt
BERNDT	ˈbɝːnt
BERNE	ˈbɝːn
BERNEICE	bɝˈnaɪs
BERNER	ˈbɝːnɝ
BERNET	bɝˈnɛt
BERNETT	ˈbɝːnɪt
BERNEY	ˈbɝːni
BERNHAGEN	ˈbɝːnhəgən
BERNHARD	ˈbɝːnhɑːrd
BERNHARDT	ˈbɝːnhɑːrt
BERNHART	ˈbɝːnhɑːrt
BERNHEIM	ˈbɝːnhaɪm
BERNHEIMER	ˈbɝːnhaɪmɝ
BERNI	ˈbɛrni
BERNIA	ˈbɛrniːə
BERNICE	bɝˈniːs
BERNICK	ˈbɝːnɪk
BERNIE	ˈbɝːni
BERNIE'S	ˈbɝːniːz
BERNIER	ˈbɝːniːɝ
BERNING	ˈbɝːnɪŋ
BERNINGER	ˈbɝːnɪŋɝ
BERNITA	bɝˈniːtə
BERNOULLI	bɝˈnuːli
BERNS	ˈbɝːnz
BERNSEN	ˈbɝːnsən
BERNSON	ˈbɝːnsən
BERNSTEIN	ˈbɝːnstaɪn, ˈbɝːnstiːn
BERNSTEIN'S	ˈbɝːnˌstiːnz, ˈbɝːnˌstaɪnz
BERNSTEINS	ˈbɝːnstaɪnz, ˈbɝːnstiːnz
BERNT	ˈbɝːnt
BERNTSEN	ˈbɝːntsən
BERNTSON	ˈbɝːntsən
BERNY	ˈbɝːni
BERO	ˈbɛroʊ
BERON	ˈbɛrən
BERQUIST	ˈbɝːkwɪst
BERRA	ˈbɛrə
BERRA'S	ˈbɛrəz
BERRARD	ˌbɛˈrɑːrd, bɝˈɑːrd
BERRES	ˈbɛrz
BERRETH	ˈbɛrɪθ
BERRETT	ˈbɛrɪt
BERREY	ˈbɛri
BERRI	ˈbɛri
BERRIAN	ˈbɛriːən
BERRIDGE	ˈbɛrɪdʒ
BERRIE	ˈbɛri
BERRIEN	ˈbɛriːən
BERRIER	ˈbɛriːɝ
BERRIES	ˈbɛriːz
BERRIGAN	ˈbɛrɪgən
BERRILL	ˈbɛrəl
BERRINGER	ˈbɛrɪŋɝ
BERRIOS	bɛˈriːoʊz
BERRIS	ˈbɛriːz
BERRONG	ˈbɛrɔŋ
BERRY	ˈbɛri
BERRY'S	ˈbɛriːz
BERRYHILL	ˈbɛriːˌhɪl
BERRYLIKE	ˈbɛriːˌlaɪk
BERRYMAN	ˈbɛriːmən
BERSCH	ˈbɝːʃ
BERSERK	bɝˈsɝːk
BERSHAD	bɝˈʃɑːd
BERSON	ˈbɝːsən
BERST	ˈbɝːst
BERSTEIN	ˈbɝːstiːn, ˈbɝːstaɪn
BERT	ˈbɝːt
BERTA	ˈbɝːtə
BERTCH	ˈbɝːtʃ
BERTE	ˈbɝːt
BERTELLI	bɝˈtɛli
BERTELS	ˈbɝːtəlz
BERTELSEN	ˈbɝːtɪlsən
BERTELSMANN	ˈbɝːtəlzmən
BERTELSMANN'S	ˈbɝːtəlzmənz
BERTELSON	ˈbɝːtɪlsən
BERTH	ˈbɝːθ
BERTHA	ˈbɝːθə
BERTHELOT	ˈbɝːθəlɑːt
BERTHELSEN	ˈbɝːθəlsən
BERTHIAUME	ˌbɝːθiːˈuːmi
BERTHOLD	ˈbɝːˌθoʊld
BERTHOLF	ˈbɝːθoʊlf
BERTHS	ˈbɝːθs, ˈbɝːðz
BERTI	ˈbɛrti
BERTIE	ˈbɝːti
BERTIL	ˈbɝːtɪl
BERTILDE	ˈbɝːtɪld
BERTIN	ˈbɝːtɪn
BERTINI	bɝˈtiːni
BERTINO	bɝˈtiːnoʊ
BERTINOTTI	bɝtɪˈnɔti
BERTKE	ˈbɝːtki
BERTLING	ˈbɝːtəlɪŋ, ˈbɝːtlɪŋ
BERTOLD	ˈbɝːtoʊld
BERTOLDI	bɝˈtoʊldi
BERTOLI	bɝˈtoʊli
BERTOLINI	bɝtoʊˈliːni
BERTOLINO	bɝtoʊˈliːnoʊ
BERTOLOTTI	bɝtoʊˈloʊti
BERTOLUCCI	ˌbɝːtoʊˈluːtʃi
BERTON	ˈbɝːtən
BERTONE	bɝˈtoʊni
BERTONI	bɝˈtoʊni
BERTRADE	ˈbɝːtrəd
BERTRAM	ˈbɝːtrəm
BERTRAN	ˈbɝːtrən
BERTRAND	ˈbɝːtrənd
BERTSCH	ˈbɝːtʃ
BERTSCHE	ˈbɝːtʃ
BERTUCCI	bɝˈtuːtʃi
BERTUCCI'S	bɝˈtuːtʃiːz
BERTY	ˈbɝːti
BERTZ	ˈbɝːts
BERUBE	ˈbɛruːb
BERUDI	bəˈruːdi
BERUMEN	ˈbɪruːmɛn
BERWALD	ˈbɝːwɔld
BERWANGER	ˈbɝːwɔŋɝ
BERWICK	ˈbɝːwɪk
BERWYN	ˈbɝːwɪn
BERYL	ˈbɛrəl
BERYLLIUM	bɝˈɪliːəm
BERZIN	ˈbɝːzɪn
BERZINS	ˈbɝːzɪnz
BES	ˈbiːz
BESANCON	bɪˈsænkən
BESANT	ˈbɛzənt
BESAW	ˈbiːsɔ
BESCH	ˈbɛʃ
BESCHLOSS	ˈbɛˌʃlɔs
BESCHLOSS'	ˈbɛˌʃlɔs
BESCHLOSS'S	ˈbɛˌʃlɔsɪs
BESECKER	ˈbɛsɪkɝ
BESEECH	biːˈsiːtʃ
BESEECHED	biːˈsiːtʃt
BESEECHING	biːˈsiːtʃɪŋ
BESEIGED	bɪˈsiːdʒd
BESEMER	ˈbɛsiːmɝ
BESET	bɪˈsɛt
BESETTING	bɪˈsɛtɪŋ
BESHARA	bɪˈʃɑːrə
BESHAROV	ˈbɛʃɝɑːv
BESHEARS	ˈbɛʃiːrz
BESHLOSS	ˈbɛʃlɔs
BESHORE	ˈbɛʃɝ
BESIDE	bɪˈsaɪd, ˌbiːˈsaɪd
BESIDES	bɪˈsaɪdz, ˌbiːˈsaɪdz
BESIEGE	bɪˈsiːdʒ
BESIEGED	bɪˈsiːdʒd
BESIEGING	bɪˈsiːdʒɪŋ
BESKE	ˈbɛsk
BESLER	ˈbɛsəlɝ, ˈbɛslɝ
BESNER	ˈbɛsnɝ
BESNER'S	ˈbɛsnɝz
BESPEAK	bɪˈspiːk
BESPEAKS	bɪˈspiːks
BESPECTACLE	bɪˈspɛktəkəl
BESPECTACLED	bɪˈspɛktəkəld
BESS	ˈbɛs
BESSE	ˈbɛs
BESSEMER	ˈbɛsəmɝ
BESSENT	ˈbɛsənt
BESSER	ˈbɛsɝ
BESSERT	ˈbɛsɝt
BESSETTE	bɪˈsɛt
BESSEY	ˈbɛsi
BESSIE	ˈbɛsi
BESSINGER	ˈbɛsɪndʒɝ
BESSIRE	bɛˈsɪri
BESSLER	ˈbɛslɝ
BESSO	ˈbɛsoʊ
BESSON	ˈbɛsən
BESSY	ˈbɛsi
BEST	ˈbɛst
BEST'S	ˈbɛsts
BEST-WESTERN	ˈbɛsˈtwɛstɝn
BESTE	ˈbɛst
BESTED	ˈbɛstɪd
BESTER	ˈbɛstɝ
BESTIAL	ˈbɛstʃəl
BESTIALITY	bɛsˈtʃælɪti
BESTING	ˈbɛstɪŋ
BESTOW	bɪˈstoʊ
BESTOWED	bɪˈstoʊd
BESTOWING	bɪˈstoʊɪŋ
BESTOWS	bɪˈstoʊz
BESTRODE	bɪˈstroʊd
BESTSELLER	ˈbɛstˈsɛlɝ, ˈbɛˈsɛlɝ
BESTSELLERS	ˈbɛstˈsɛlɝz, ˈbɛˈsɛlɝz
BESTSELLING	ˈbɛstˈsɛlɪŋ, ˈbɛˈsɛlɪŋ
BESTUL	ˈbɛstəl
BESTWICK	ˈbɛsˌtwɪk
BESWICK	ˈbɛswɪk
BET	ˈbɛt
BET'S	ˈbɛts
BETA	ˈbeɪtə
BETABIA	bəˈteɪbiːə, bəˈtæbiːə
BETAKE	biːˈteɪk
BETAKEREN	ˌbɛtəˈkɛrən
BETAMAX	ˈbeɪtəmæks
BETANCOURT	ˈbɛtənkɔrt
BETANCUR	bəˈtæŋkɝ
BETAR	ˈbɛtɑːr
BETAS	ˈbeɪtəz
BETASERON	ˌbeɪtəˈsɛˌrɑːn
BETAVON	ˈbɛtəvɑːn
BETCHA	ˈbɛtʃə
BETCHER	ˈbɛtʃɝ
BETEL	ˈbɛtəl
BETELGEUSE	ˈbɛtəlgʊz
BETETA	bɛˈteɪtə
BETH	ˈbɛθ
BETH'S	ˈbɛθs
BETHANN	ˈbɛˌθæn
BETHANNE	ˈbɛˌθæn
BETHANY	ˈbɛθəni
BETHARD	ˈbɛθɝd
BETHARDS	ˈbɛθɝdz
BETHEA	ˈbɛðiːə
BETHEL	ˈbɛθəl, ˈbɛˌθɛl
BETHELL	ˈbɛθəl
BETHESDA	bəˈθɛzdə
BETHKE	ˈbɛθk
BETHLEHEM	ˈbɛθlɪˌhɛm
BETHLEHEM'S	ˈbɛθlɪˌhɛmz
BETHPAGE	ˌbɛθˈpeɪdʒ
BETHUNE	bəθˈjuːn
BETIDE	bɪˈtaɪd
BETKE	ˈbɛtki
BETKER	ˈbɛtkɝ
BETLEY	ˈbɛtli
BETOOK	bɪˈtʊk
BETRAY	bɪˈtreɪ
BETRAYAL	bɪˈtreɪəl
BETRAYALS	bɪˈtreɪəlz
BETRAYED	bɪˈtreɪd
BETRAYING	bɪˈtreɪɪŋ
BETRAYS	bɪˈtreɪz
BETS	ˈbɛts
BETSCH	ˈbɛtʃ
BETSCHART	ˈbɛtsˌtʃɑːrt, ˈbɛˌʃɑːrt
BETSEY	ˈbɛtsi
BETSILL	ˈbɛtsəl
BETSY	ˈbɛtsi
BETSY'S	ˈbɛtsiːz
BETT	ˈbɛt
BETTA	ˈbɛtə
BETTCHER	ˈbɛttʃɝ
BETTE	ˈbɛti
BETTEN	ˈbɛtən
BETTENBERG	ˈbɛtənbɝg
BETTENCOURT	ˈbɛtɪnkɔrt
BETTENDORF	ˈbɛtɪndɔrf
BETTENHAUSEN	ˈbɛtɪnhaʊzən
BETTER	ˈbɛtɝ
BETTERED	ˈbɛtɝd
BETTERIDGE	ˈbɛtɝɪdʒ
BETTERING	ˈbɛtɝɪŋ
BETTERMENT	ˈbɛtɝmənt
BETTERS	ˈbɛtɝz
BETTERTON	ˈbɛtɝtən
BETTES	ˈbɛtiːz
BETTI	ˈbɛti
BETTIN	ˈbɛtɪn
BETTINA	bəˈtiːnə
BETTING	ˈbɛtɪŋ
BETTINGER	ˈbɛtɪŋɝ
BETTINI	bɛˈtiːni
BETTINO	bɛˈtiːnoʊ
BETTIS	ˈbɛtɪs
BETTMAN	ˈbɛtmən
BETTMAN'S	ˈbɛtmənz
BETTNER	ˈbɛtnɝ
BETTON	ˈbɛtən
BETTOR	ˈbɛtɝ
BETTORS	ˈbɛtɝz
BETTS	ˈbɛts
BETTY	ˈbɛti
BETTY'S	ˈbɛtiːz
BETWEEN	bɪˈtwiːn, biːˈtwiːn
BETWEENS	bɪˈtwiːnz, biːˈtwiːnz
BETWIXT	biːˈtwɪkst
BETZ	ˈbɛts
BETZER	ˈbɛtzɝ
BETZLER	ˈbɛtslɝ
BETZOLD	ˈbɛtzoʊld
BEU	ˈbuː
BEUCLER	ˈbɔɪkəlɝ, ˈbɔɪklɝ
BEUKEMA	buːˈkiːmə
BEULA	ˈbuːlə
BEULAH	ˈbjuːlə
BEUMER	ˈbiːəmɝ
BEURY	ˈbɝːi
BEURY'S	ˈbɝːiːz
BEUTEL	bjuːˈtɛl
BEUTHIN	ˈbjuːθɪn
BEUTLER	ˈbɔɪtəlɝ, ˈbɔɪtlɝ
BEUYS	ˈbjuːiːz
BEV	ˈbɛv
BEVACQUA	bɛˈvɑːkwə
BEVALAQUA	bɛvəˈlɑːkə
BEVAN	ˈbɛvən
BEVANS	ˈbɛvənz
BEVAQUA	bɛˈvɑːkə
BEVARD	bɪˈvɑːrd
BEVEL	ˈbɛvəl
BEVELLED	ˈbɛvəld
BEVEN	ˈbɛvən
BEVENS	ˈbiːvənz
BEVER	ˈbɛvɝ
BEVERAGE	ˈbɛvɝɪdʒ, ˈbɛvrɪdʒ
BEVERAGES	ˈbɛvrɪdʒɪz
BEVERIDGE	ˈbɛvɝɪdʒ
BEVERLEY	ˈbɛvɝli
BEVERLIN	ˈbɛvɝlɪn
BEVERLY	ˈbɛvɝli
BEVERLY'S	ˈbɛvɝliːz
BEVERS	ˈbɛvɝz
BEVIER	ˈbɛviːɝ
BEVIL	ˈbɛvəl
BEVILACQUA	bɛviːˈlɑːkwə
BEVILL	ˈbɛvəl
BEVILLE	ˈbiːvɪl
BEVIN	ˈbɛvɪn
BEVINGTON	ˈbɛvɪŋtən
BEVINS	ˈbɛvɪnz
BEVIS	ˈbɛvɪs
BEVMARK	ˈbɛvˌmɑːrk
BEVY	ˈbɛvi
BEWARE	bɪˈwɛr
BEWILDER	bɪˈwɪldɝ
BEWILDERED	bɪˈwɪldɝd
BEWILDERING	bɪˈwɪldɝɪŋ
BEWILDERMENT	bɪˈwɪldɝmənt
BEWILDERS	bɪˈwɪldɝz
BEWITCH	bɪˈwɪtʃ
BEWITCHED	bɪˈwɪtʃt
BEWLEY	ˈbjuːli
BEXLEY	ˈbɛksli
BEY	ˈbeɪ
BEYER	ˈbeɪɝ
BEYERLE	ˈbaɪrəl
BEYERLEIN	ˈbaɪrlaɪn
BEYERS	ˈbeɪɝz
BEYERSDORF	ˈbaɪrsdɔrf
BEYL	ˈbeɪl
BEYMER	ˈbeɪmɝ
BEYNON	ˈbeɪnən
BEYONCE	bɪˌjɔnˈseɪ
BEYOND	bɪˈɑːnd, ˌbiːˈɔnd, bɪˈɔnd
BEYTOUT	ˈbeɪˌtaʊt
BEZAIRE	bəˈzɛr
BEZANSON	ˈbɛzənsən
BEZDEK	ˈbɛzdɪk
BEZEK	ˈbɛzɛk
BEZNER	ˈbɛznɝ
BEZOLD	ˈbɛzoʊld
BHAGWAN	ˈbɑːgwɑːn
BHAKTA	ˈbɑːktə
BHANGRA	ˈbɑːŋgrə
BHARATA	ˌbɑːˈrɑːtə
BHATIA	ˈbɑːʃə, ˈbɑːtjə
BHATT	ˈbæt, ˈbɑːt
BHATTACHARJY	ˌbɑːtəˈtʃɑːrdʒi
BHATTI	ˈbɑːti, ˈbɑːˌtiː
